cluster_1,,Epithelium,Epithelium,Epithelium,Other,Other,Other,Stroma,Stroma,Stroma
VTN,PLAU,,,,,,,0.0,,
FGFR4,PLAU,,,,,,,0.0,,
PLAUR,PLAU,,,,0.0,,,,,
SPP1,PLAU,,,,0.0,,,1.0,,
IL1A,C3,1.0,1.0,0.0,1.0,0.0,0.0,,,
CD40LG,C3,,,,,,,,,
IL2,C3,,,,,,,,,
C4B,C3,,,,1.0,1.0,0.0,0.0,0.0,0.0
PDGFB,LRP1,,1.0,0.0,,1.0,0.0,,,
MDK,LRP1,,,,,,,,0.0,0.0
THBS1,LRP1,,,,,0.0,0.0,,1.0,0.0
CTGF,LRP1,,,,,,,,0.0,0.0
VWF,LRP1,,1.0,0.0,,1.0,0.0,,,
APOA1,LRP1,,,,,,,,,
APOE,LRP1,,,,,,,,0.0,0.0
LGALS9,LRP1,,,,,1.0,0.0,,1.0,0.0
PF4,LRP1,,,,,0.0,0.0,,,
CD40LG,ITGAM,,,,,,,,,
IL2,ITGAM,,,,,,,,,
KNG1,ITGAM,,,,,,,1.0,0.0,
HP,ITGAM,1.0,0.0,,1.0,0.0,,1.0,0.0,
CTGF,ITGAM,,,,,,,0.0,0.0,
ICAM4,ITGAM,,,,,,,,,
CYR61,ITGAM,,,,,,,1.0,0.0,
ICAM2,ITGAM,,,,1.0,0.0,,,,
SPON2,ITGAM,,,,,,,0.0,0.0,
CD40LG,ITGA2B,,,,,,,,,
CTGF,ITGA2B,,,,,,,0.0,,0.0
CYR61,ITGA2B,,,,,,,0.0,,0.0
CD40LG,ITGB1,,,,,,,,,
ANGPT2,ITGB1,,,,,,0.0,,,0.0
CTGF,ITGB1,,,,,,,,,0.0
ANGPTL4,ITGB1,,,,,,,,,0.0
EDIL3,ITGB1,,,,,,,,,0.0
CD40LG,CD80,,,,,,,,,
CCL22,CD80,,,,,,,,,
CD274,CD80,,,,1.0,0.0,,,,
CD8A,CD80,,,,,,,,,
CD40LG,CD47,,,,,,,,,
VTN,CD47,,,,,,,,,
THBS1,CD47,,,,,,,,,
THBS2,CD47,,,,,,,,,
LGALS9,CD47,,,,,,,,,
THBS4,CD47,,,,,,,,,
CD40LG,CD83,,,,,,,,,
TNF,CD83,,0.09527433628318584,,,0.0,,,,
IL2,CD83,,,,,,,,,
CD40LG,IGHM,,,,,,,,,
IL4,TNFRSF17,,,,,,,,,
IL1B,TNFRSF17,,,,,,,,,
LTA,EDNRA,,,,,,,,,
AGT,EDNRA,,,,,,,,,0.0
EDN1,EDNRA,,,0.0,,,,,,
EDN2,EDNRA,,,0.0,,,,,,
EDN3,EDNRA,,,,,,,,,0.0
TNC,EDNRA,,,,,,0.0,,,0.0
NRG1,GPC1,,,,,,0.0,,,0.0
SHH,GPC1,,,,,,,,,
BMP2,GPC1,,,,,,,,,0.0
NRG1,MS4A4A,,,,,0.0,,,0.0,
NGF,NGFR,,,0.0,,,,,,0.0
IL2,NGFR,,,,,,,,,
BDNF,NGFR,,,0.0,,,,,,0.0
NTS,NGFR,,,,,,0.0,,,0.0
TTR,NGFR,,,0.0,,,0.0,,,
NGF,SORCS2,0.18961643835616437,,0.0,,,,0.0,,0.0
NGF,MAGED1,1.0,,0.0,,,,0.0,,0.0
IL4,IL13RA2,,,,,,,,,
TNFSF9,IL13RA2,,,,,,,,,
IL13,IL13RA2,,,,,,,,,
IL4,IL12RB1,,,,,,,,,
IL1B,IL12RB1,,,,,,,,,
IL12A,IL12RB1,,,,,,,,,
IL12B,IL12RB1,,,,,,,,,
IL4,IL12A,,,,,,,,,
IL1B,IL12A,1.0,1.0,1.0,0.0,0.0,0.0,,,
IL4,SELP,,,,,,,,,
VWF,SELP,,0.0,,,0.0,,,,
VCAN,SELP,,,,,,,,0.0,
CD34,SELP,,,,,,,,0.0,
IL4,IL2RA,,,,,,,,,
IL2,IL2RA,,,,,,,,,
IL1RN,IL2RA,,,,,,,,,
CD8A,IL2RA,,,,,,,,,
GZMA,F2RL1,,,,,,,,,
TNF,F2RL1,0.0,,,0.0,,,,,
CTGF,F2RL1,,,,,,,0.0,,
PRSS2,F2RL1,0.0,,,0.0,,,,,
GZMA,RYR2,,,,,,,,,
TG,RYR2,,,,,,,,,0.0
GSTM2,RYR2,,,,,,,,,0.0
PF4,PROCR,,,,,,0.0,,,
HBEGF,PRLR,0.0,,,,,,,,
CSF1,CSF3R,1.0,0.0,,1.0,0.0,,1.0,0.0,
CSF3,CSF3R,1.0,0.0,,1.0,0.0,,,,
CSF2,CSF3R,,,,,,,,,
CD80,CD3D,,,,,,,,,
APOD,LEPR,,,,,,,,,
IL5,IL5RA,,,,,,,,,
CSF1,ITGAV,,,,,,,,,
PDGFB,ITGAV,,,,,,,,,
CXCL12,ITGAV,,,,,,,,,
RELN,ITGAV,,,,,,,,,
LAMB1,ITGAV,,,,,,,,,
LAMA4,ITGAV,,,,,,,,,
LAMC2,ITGAV,,,,,,,,,
NID1,ITGAV,,,,,,,,,
COL6A3,ITGAV,,,,,,,,,
LAMA3,ITGAV,,,,,,,,,
LAMC3,ITGAV,,,,,,,,,
LAMA2,ITGAV,,,,,,,,,
AZGP1,ITGAV,,,,,,,,,
CHAD,ITGAV,,,,,,,,,
COL6A6,ITGAV,,,,,,,,,
CSF3,IGHG3,,,,,,,,,
CSF2,CDH11,,,,,,,,,
TNF,CDH11,,,0.0,,,0.0,,,
BMP2,CDH11,,,,,,,,,0.0
CALCA,CDH11,,,,,,,,,
ANGPTL4,CDH11,,,,,,,,,0.0
CSF2,CD86,,,,,,,,,
CD8A,CD86,,,,,,,,,
HGF,SPHK1,,,,,,0.0,,,0.0
TNF,SPHK1,,,0.0,,,0.0,,,
TGFB2,SPHK1,,,,,,,,,0.0
PDGFA,SPHK1,,,0.0,,,,,,0.0
PDGFB,SPHK1,,,0.0,,,0.0,,,
TGFB2,ACVR1C,,,,,,,0.0,,
TGFB2,ACVR1,,,,,,,0.0,,0.0
ANGPT1,ITGAV,,,,,,,,,
COL6A5,ITGAV,,,,,,,,,
TNF,ICOS,,,,,,,,,
TNF,SEMA4C,,,0.1821315789473684,,,0.0,,,
TNF,MYLK,,,0.0,,,0.0,,,
CALML3,MYLK,,,0.0,,,,,,
TNFSF9,TNFRSF9,,,,,,,,,
IL2,TNFRSF9,,,,,,,,,
SHH,HHIP,,,,,,,,,
IHH,HHIP,,,0.0,,,,,,
SHH,GAS1,,,,,,,,,
SHH,SCUBE2,,,,,,,,,
CXCL12,ACKR3,,,,,,,,,0.0
TFF3,ACKR3,,,0.0,,,0.0,,,
CD80,CD8A,,,,,,,,,
IL2,TNFRSF18,,,,,,,,,
TNFSF18,TNFRSF18,,,,,,,,,
BMP2,BMPR2,,,,,,,,,0.0
BMP6,BMPR2,,,,,,,,,0.0
BMP4,BMPR2,,,,,,,,,0.0
BMP5,BMPR2,,,,,,,,,0.0
GDF10,BMPR2,,,,,,,,,0.0
GDF3,BMPR2,,,,,,,,,
FST,BMPR2,,,,,,,,,0.0
BMP1,BMPR2,,,,,,,,,0.0
BMP3,BMPR2,,,0.0,,,,,,
BMP2,BMPR1B,,,,,,,,,
BMP6,BMPR1B,,,,,,,,,
BMP4,BMPR1B,,,,,,,,,
BMP5,BMPR1B,,,,,,,,,
GDF10,BMPR1B,,,,,,,,,
GDF3,BMPR1B,,,,,,,,,
FST,BMPR1B,,,,,,,,,
BMP1,BMPR1B,,,,,,,,,
BMP3,BMPR1B,,,,,,,,,
BMP2,ACVR1,,,,,,,0.0,,0.0
INHBA,ACVR1,1.0,,1.0,0.0,,0.0,0.0,,0.0
BMP6,ACVR1,,,,,,,0.0,,0.0
BMP4,ACVR1,,,,,,,0.0,,0.0
INHBB,ACVR1,0.0,,0.0,0.14647619047619048,,0.0,0.0,,0.0
INHA,ACVR1,,,,,,,0.0,,0.0
BMP5,ACVR1,,,,,,,0.0,,0.0
BMP3,ACVR1,0.0,,0.0,,,,,,
BMP4,PDCD1,,,,,,,,,
CD274,PDCD1,,,,,,,,,
FAM3C,LAMP1,0.0,0.0,0.0,,,,,,
LGALS1,CD69,,,,,,,,,
S100A8,CD69,,,,,,,,,
MYL9,CD69,,,,,,,,,
HHIP,SHH,,,,,,,,,
OSM,PLAT,1.0,,0.0,0.0,,0.0,,,
TGFB2,PLAT,,,,,,,0.0,,0.0
TGFB2,GREM1,,,,,,,,,0.0
INHBA,ACVR1C,1.0,,,0.0,,,0.0,,
INHBB,ACVR1C,0.0,,,1.0,,,0.0,,
INHA,ACVR1C,,,,,,,0.0,,
GDF10,ACVR1C,,,,,,,0.0,,
GDF3,ACVR1C,,,,,,,,,
INHBA,BAMBI,,,0.27141176470588235,,,0.0,,,0.0
INHBB,BAMBI,,,0.0,,,0.0,,,0.0
MDK,PTPRB,,,,,,,,,
PTN,PTPRB,,,,,,,,,
TNC,PTPRB,,,,,,,,,
RSPO3,LGR5,,,,,,,,,0.0
GDNF,GFRA1,,,,,,,,,0.0
GDNF,GFRA3,,,,,,,,,
GDNF,EDNRB,,,,,,,,0.0,0.0
EDN1,EDNRB,,0.0,0.0,,,,,,
EDN2,EDNRB,,0.0,0.0,,,,,,
EDN3,EDNRB,,,,,,,,0.0,0.0
IL5,PTAFR,,,,,,,,,
GDF3,TDGF1,,,,,,,,,
MDK,TSPAN1,,,,,,,0.0,,
MDK,ITGA4,,,,,,,,,
CXCL12,ITGA4,,,,,,,,,
VEGFD,ITGA4,,,,,,,,,
RELN,ITGA4,,,,,,,,,
VTN,ITGA4,,,,,,,,,
THBS1,ITGA4,,,,,,,,,
THBS2,ITGA4,,,,,,,,,
VWF,ITGA4,,,,,,,,,
VCAM1,ITGA4,,,,,,,,,
VCAN,ITGA4,,,,,,,,,
LAMB1,ITGA4,,,,,,,,,
LAMA4,ITGA4,,,,,,,,,
LAMC2,ITGA4,,,,,,,,,
TNC,ITGA4,,,,,,,,,
COL6A3,ITGA4,,,,,,,,,
LAMA3,ITGA4,,,,,,,,,
ICAM4,ITGA4,,,,,,,,,
LAMC3,ITGA4,,,,,,,,,
SPP1,ITGA4,,,,,,,,,
LAMA2,ITGA4,,,,,,,,,
CHAD,ITGA4,,,,,,,,,
SPON2,ITGA4,,,,,,,,,
COL6A6,ITGA4,,,,,,,,,
THBS4,ITGA4,,,,,,,,,
CYR61,ITGB1,,,,,,,,,0.0
AFDN,NECTIN2,0.0,,0.0,,,,,,
VTN,NECTIN2,,,,,,,0.0,,0.0
AFDN,NRXN3,,,,,,,,,
CXCL12,AVPR1A,,,,,,,,,0.0
ADM,RAMP2,,,,,,,,,
CALCA,RAMP2,,,,,,,,,
CALCB,RAMP2,,0.0,0.0,,,,,,
IAPP,RAMP2,,0.0,0.0,,,,,,
GHRH,RAMP2,,,,,,,,,
PTHLH,RAMP2,,0.0,0.0,,,,,1.0,0.0
SCT,RAMP2,,,,,,,,0.0,0.0
ADM,RAMP3,,,,,,,,,
CALCA,RAMP3,,,,,,,,,
CALCB,RAMP3,,,,,,,,,
IAPP,RAMP3,,,,,,,,,
GHRH,RAMP3,,,,,,,,,
PTHLH,RAMP3,,,,,,,,,
SCT,RAMP3,,,,,,,,,
ADM,RAMP1,,,,,,,,,
CALCA,RAMP1,,,,,,,,,
CALCB,RAMP1,0.0,,0.0,,,,,,
IAPP,RAMP1,0.0,,0.0,,,,,,
ADM,ADRB3,,,,,,,,,
CALCA,ADRB3,,,,,,,,,
CALCB,ADRB3,,,,,,,,,
IAPP,ADRB3,,,,,,,,,
GHRH,ADRB3,,,,,,,,,
PTHLH,ADRB3,,,,,,,,,
SCT,ADRB3,,,,,,,,,
ADM,GPR20,,,,,,,,,
CALCA,GPR20,,,,,,,,,
CALCB,GPR20,0.0,,,,,,,,
IAPP,GPR20,0.0,,,,,,,,
GHRH,GPR20,,,,,,,,,
PTHLH,GPR20,0.0,,,,,,0.007055045871559633,,
SCT,GPR20,,,,,,,0.0,,
APLN,APLNR,,,,,0.0,,,0.0,
APELA,APLNR,,0.0,,,,,,,
KNG1,BDKRB1,,,,,,,,,0.0
KNG1,CD93,,,,,,,,0.0,
MMRN2,CD93,,,,,0.0,,,,
EDN1,ADGRL4,,,,,,,,,
EDN1,CYSLTR1,,0.0,,,,,,,
VEGFD,NRP2,,,,,,,,0.0,0.0
SEMA3C,NRP2,,0.0,0.0,,,,,,
PGF,NRP2,,,,,,,,0.0,0.0
SEMA3G,NRP2,,,,,,,,,
NRP1,FLT1,,,,,,,,,
VEGFD,ITGA2,,,,,,,0.0,,
RELN,ITGA2,,,,,,,,,
VTN,ITGA2,,,,,,,0.0,,
THBS1,ITGA2,,,,0.0,,,0.0,,
THBS2,ITGA2,,,,,,,0.0,,
VWF,ITGA2,0.0,,,0.0,,,,,
LAMB1,ITGA2,,,,,,,0.0,,
LAMA4,ITGA2,,,,,,,0.0,,
LAMC2,ITGA2,0.0,,,,,,,,
TNC,ITGA2,,,,0.0,,,0.0,,
COL6A3,ITGA2,,,,,,,0.0,,
LAMA3,ITGA2,0.0,,,,,,,,
LAMC3,ITGA2,,,,,,,0.0,,
SPP1,ITGA2,,,,0.0,,,0.0,,
LAMA2,ITGA2,,,,,,,0.0,,
CHAD,ITGA2,,,,,,,,,
COL6A6,ITGA2,,,,,,,0.0,,
THBS4,ITGA2,,,,,,,0.0,,
SAA1,SCARB1,0.0,0.8938803418803419,,,,,0.0,0.0,
THBS1,SCARB1,,,,0.0,0.0,,0.0,0.0,
APOE,SCARB1,,,,,,,0.0,0.0,
GAL,GALR2,,,,,,,,,0.0
IL17B,IL17RB,,,,,,,0.0,,
IL33,IL1RL1,,,0.0,,,,,,0.0
PROK2,PROKR1,,,0.0,,,0.0,,,
NPY,NPY1R,,,,,,,,,0.0
PYY,NPY1R,,,,,,0.0,,,
NPY,NPY6R,,,,,,,,,
PYY,NPY6R,,,,,,,,,
NPY,GPR83,,,,,,,,,
PYY,GPR83,,,,,,,,,
RLN1,RXFP1,,,,,,,,,0.0
HP,CD163,,1.0,,,0.0,,,0.88193006993007,
PF4,CD163,,,,,0.0,,,,
L1CAM,ITGA4,,,,,,,,,
COL6A5,ITGB1,,,,,,,,,0.0
RELN,ITGA8,,,,,,,,,
VTN,ITGA8,,,,,,,,,0.0
THBS1,ITGA8,,,,,,0.0,,,0.0
THBS2,ITGA8,,,,,,,,,0.0
VWF,ITGA8,,,0.0,,,0.0,,,
LAMB1,ITGA8,,,,,,,,,0.0
LAMA4,ITGA8,,,,,,,,,0.0
LAMC2,ITGA8,,,0.0,,,,,,
TNC,ITGA8,,,,,,1.0,,,0.0
COL6A3,ITGA8,,,,,,,,,0.0
LAMA3,ITGA8,,,0.0,,,,,,
LAMC3,ITGA8,,,,,,,,,0.0
SPP1,ITGA8,,,,,,0.0,,,1.0
LAMA2,ITGA8,,,,,,,,,0.0
CHAD,ITGA8,,,,,,,,,
COL6A6,ITGA8,,,,,,,,,0.0
THBS4,ITGA8,,,,,,,,,0.0
PF4,THBD,,,,,0.0,0.0,,,
FGFR4,PTPRR,,,,,,,0.0,,
HP,ASGR1,,,1.0,,,0.0,,,1.0
TG,ASGR1,,,,,,,,,0.0
SEMA3C,PLXNA2,0.0,,,,,,,,
SEMA3D,PLXNA2,,,,,,,0.0,,
SEMA3D,NRP2,,,,,,,,0.0,0.0
SEMA3G,PLXNA2,,,,,,,,,
ADIPOQ,WIF1,,,,,,,,,0.0
OLFM2,ROBO2,,,,,,,,,0.0
SLIT3,ROBO2,,,,,,,,,0.0
SLIT3,ROBO4,,,,,,,,0.0,
VWF,SCARA5,,,0.0,,,0.0,,,
APOE,TREM2,,,,,,,,0.0,
SLURP1,CHRNA1,,,,,,,,,
LGALS9,HAVCR2,,,,,0.0,,,0.0,
LGALS9,MRC2,,,,,,0.0,,,0.0
LGALS9,COLEC12,,,,,,0.0,,,0.0
VCAN,SELL,,,,,,,,0.0,
CD34,SELL,,,,,,,,0.0,
PCSK1N,GPR171,,0.0,,,,,,0.0,
LAMB1,SV2C,,,,,,,0.0,,
LAMA4,SV2C,,,,,,,0.0,,
LAMC2,SV2C,0.0,,,,,,,,
LAMA3,SV2C,0.0,,,,,,,,
LAMC3,SV2C,,,,,,,0.0,,
LAMA2,SV2C,,,,,,,0.0,,
LAMB1,PRNP,,,,,,,,,0.0
LAMA4,PRNP,,,,,,,,,0.0
LAMC2,PRNP,,,0.0,,,,,,
LAMA3,PRNP,,,0.0,,,,,,
LAMC3,PRNP,,,,,,,,,0.0
LAMA2,PRNP,,,,,,,,,0.0
SLURP1,CHRNB1,0.0,,0.0,,,,,,
SLURP1,CHRNB4,,,,,,,,,
SLURP1,CHRNA2,0.0,,,,,,,,
MIA,CDH19,,,,,,,,,
S100B,AGER,0.10830985915492958,,0.0,,,,0.0,,0.0
S100A8,AGER,1.0,,1.0,0.0,,0.0,,,
S100A9,AGER,1.0,,1.0,0.0,,0.0,,,
SCGB3A1,MARCO,,0.0,,,0.021661971830985914,,,,
ANGPTL4,GPIHBP1,,,,,,,,0.0,
CNTN2,CNTN2,,,,,,,,,0.0
S100A8,CD68,,1.0,,,0.0,,,,
S100A9,CD68,,1.0,,,0.0,,,,
SFTPD,LAIR1,,0.0,,,,,,,
S100A4,PGLYRP1,,,,,,,,,
ALCAM,CD6,,,,,,,,,
ALCAM,CHL1,,,0.0,,,0.0,,,
CFP,NCR1,,,,,,,,,
PGLYRP1,TREM1,1.0,0.0,,,,,,,
LGI2,ADAM23,,,,,,,,,0.0
LGI4,ADAM23,,,,,,,,,0.0
MMRN2,CD248,,,,,,0.0,,,
MMRN2,CLEC14A,,,,,0.0,,,,
