source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
CCL8,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80075,P51684
CCL4,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13236,P51684
CXCL10,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02778,P51684
CXCL12,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P48061,P51684
CCL3,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P10147,P51684
CCL7,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80098,P51684
CCL11,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P51671,P51684
CCL24,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O00175,P51684
CCL17,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q92583,P51684
CCL22,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O00626,P51684
CCL20,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,25,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10419,protein,protein,False,True,17,10,27,ligand,receptor,False,False,False,True,False,True,Baccin2019:12081481;Baccin2019:12964882;Baccin2019:9169459;Baccin2019:9223454;Baccin2019:9294137;CellPhoneDB:24218476;CellTalkDB:24218476;DIP:10488147;DIP:10498628;DIP:9169459;Guide2Pharma:12081481;Guide2Pharma:9169459;Guide2Pharma:9294137;HPMR:12964882;HPRD:9169459;HPRD:9223454;HPRD:9294137;ICELLNET:22633458;InnateDB:9169459;LRdb:10699158;connectomeDB2020:12081481;connectomeDB2020:12964882;connectomeDB2020:9169459;connectomeDB2020:9223454;connectomeDB2020:9294137,10488147;10498628;10699158;12081481;12964882;22633458;24218476;9169459;9223454;9294137,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P78556,P51684
CCL1,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P22362,P51684
CXCL1,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P09341,P51684
CXCL2,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19875,P51684
CXCL3,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19876,P51684
CXCL5,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P42830,P51684
PPBP,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02775,P51684
CXCL13,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O43927,P51684
XCL1,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P47992,P51684
PF4,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02776,P51684
DEFB1,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,18,False,6,,,,protein,protein,False,False,7,4,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:20068036;HPRD:12149255;LRdb:20068036;LRdb:25122636;LRdb:25585877;connectomeDB2020:12149255,12149255;20068036;25122636;25585877,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P60022,P51684
CXCL14,CCR6,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O95715,P51684
CCL2,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13500,P61073
KIT,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,19,False,1,Kirouac2010;OmniPath,,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,True,True,False,True,ProtMapper:27245949,27245949,generic,generic,False,False,ProtMapper;Sparser_ProtMapper,True,False,post_translational,P10721,P61073
CXCL9,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q07325,P61073
CCL5,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13501,P61073
CCL8,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80075,P61073
IL4,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,19,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05112,P61073
CXCL10,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02778,P61073
CXCL12,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,19,True,29,,,,protein,protein,False,True,21,18,33,ligand,receptor,False,False,False,True,False,True,Baccin2019:10233851;Baccin2019:12714578;Baccin2019:8752280;Baccin2019:8752281;Baccin2019:9551924;Baccin2019:9712844;BioGRID:21757744;BioGRID:25495026;CellPhoneDB:24218476;Guide2Pharma:16626895;Guide2Pharma:18648536;Guide2Pharma:9551924;Guide2Pharma:9712844;HPMR:8752280;HPRD:10233851;HPRD:8752281;ICELLNET:22633458;InnateDB:16725153;InnateDB:19837984;LRdb:10699158;ProtMapper:24023874;ProtMapper:26582643;SIGNOR:11859124;connectomeDB2020:10233851;connectomeDB2020:12714578;connectomeDB2020:8752280;connectomeDB2020:8752281;connectomeDB2020:9551924;connectomeDB2020:9712844,10233851;10699158;11859124;12714578;16626895;16725153;18648536;19837984;21757744;22633458;24023874;24218476;25495026;26582643;8752280;8752281;9551924;9712844,generic,generic,True,False,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P48061,P61073
AGT,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01019,P61073
CCL3,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P10147,P61073
CCL7,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80098,P61073
CCL24,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O00175,P61073
CCL17,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q92583,P61073
CCL22,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O00626,P61073
CCL20,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P78556,P61073
CCL1,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P22362,P61073
CXCL1,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P09341,P61073
CXCL2,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19875,P61073
CXCL3,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19876,P61073
CXCL5,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P42830,P61073
PPBP,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02775,P61073
CXCL13,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O43927,P61073
XCL1,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P47992,P61073
TFF2,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,19,True,2,,,,protein,protein,False,True,2,2,2,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:19064997;connectomeDB2020:23183167,19064997;23183167,generic,generic,True,False,Wang;connectomeDB2020,True,False,post_translational,Q03403,P61073
PF4,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02776,P61073
CXCL14,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,19,True,2,,,,protein,protein,False,True,3,2,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32239134;connectomeDB2020:28360196,28360196;32239134,generic,generic,True,False,CellTalkDB;Wang;connectomeDB2020,True,False,post_translational,O95715,P61073
TFF3,CXCR4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,19,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:26780310,26780310,generic,generic,True,False,connectomeDB2020,True,False,post_translational,Q07654,P61073
CCL2,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13500,P49238
CXCL9,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q07325,P49238
CCL5,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13501,P49238
CCL8,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80075,P49238
CCL4,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13236,P49238
CXCL10,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02778,P49238
CXCL12,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P48061,P49238
CCL3,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P10147,P49238
CCL7,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80098,P49238
CCL11,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P51671,P49238
CCL24,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O00175,P49238
CCL17,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q92583,P49238
CCL22,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O00626,P49238
CCL20,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P78556,P49238
CCL1,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P22362,P49238
CXCL1,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P09341,P49238
CXCL2,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19875,P49238
CXCL3,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19876,P49238
CXCL5,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P42830,P49238
PPBP,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02775,P49238
CXCL13,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O43927,P49238
XCL1,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P47992,P49238
PF4,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02776,P49238
CXCL14,CX3CR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,19,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O95715,P49238
CCL2,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,talklr;connectomeDB2020;Matrisome;iTALK;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13500,P32248
CXCL9,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q07325,P32248
CCL5,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13501,P32248
CCL8,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80075,P32248
CCL4,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P13236,P32248
IL6,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,19,18,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05231,P32248
CXCL10,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02778,P32248
CXCL12,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P48061,P32248
CCL3,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P10147,P32248
CCL7,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P80098,P32248
CCL11,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P51671,P32248
CCL24,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O00175,P32248
CCL17,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q92583,P32248
CCL22,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,InnateDB:15546958,15546958,generic,generic,True,False,InnateDB;Wang,True,False,post_translational,O00626,P32248
CCL20,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P78556,P32248
CCL1,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P22362,P32248
CXCL1,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P09341,P32248
CXCL2,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19875,P32248
CXCL3,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P19876,P32248
CXCL5,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P42830,P32248
PPBP,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P02775,P32248
CXCL13,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O43927,P32248
XCL1,CCR7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P47992,P32248
